Block,Time,KKNP,KKNPPU2,KOTESHWR,TEHRI,VALLURNTECL,BRBCL,KHSTPP-II,MAPS,RIHAND3,UNCHAHAR1,CHAMERA2,CHAMERA3,DADRT2,KGSU1AND2,NLCEXP,NLCTS2EXP,NNTPP,SIMHST2,UNCHAHAR3,DHAULIGNGA,FSTPP I & II,RAPPD,SIMHST1,TANDA2,UNCHAHAR4,URI,ANTA_CRF,ANTA_GF,AURY_GF,DULHASTI,KHSTPP-I,KUDGI,RIHAND1,RIHAND2,ANTA_RF,AURY_CRF,AURY_LF,BSIUL,KGSU3AND4,KISHANGANGA,NAPP,NJPC,PARBATI2,RAMPUR,RAPPB,RSTPSU7,SASAN,SINGRAULI_HYDRO,TANAKPUR,ANTA_LF,DADRI_CRF,DADRI_GF,DADRI_LF,JHAJJAR,NLCIIST1,RAPPC,SINGRAULI,AURY_RF,CHAMERA1,KOLDAM,NLCIIST2,NTPL,PARBATI3,RSTPSU1TO6,SALAL,SEWA2,TALA,TALST2,TelanganaSTPP,UNCHAHAR2,URI2,DADRI_RF
1,00:00-00:15,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,48.9,23.37,534.18,0,0,0,0,0,27.99,21.95,20.8,27.32,0,3.07,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,49.95,0,0,6.52,0,5.81,23.57,144.71,22.62,5.8,0,0,407.81,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,38.42,0,66.82,12.62,9.11,0,0,45.12,38.16,102.02

2,00:15-00:30,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,48.9,23.37,575.85,0,0,0,0,0,27.99,21.95,20.8,27.32,0,3.07,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,49.95,0,0,6.52,0,5.81,23.57,144.71,22.62,5.8,0,0,407.81,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,38.42,0,66.82,6.31,9.11,0,0,45.12,38.16,102.02

3,00:30-00:45,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,48.9,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.07,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,49.95,0,0,6.52,0,5.81,23.57,144.71,22.62,5.8,0,0,407.81,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,6.31,7.79,0,0,45.12,38.16,102.02

4,00:45-01:00,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,48.9,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.07,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,49.95,0,0,6.52,0,5.81,23.57,138.42,22.62,5.55,0,0,407.81,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,6.31,7.79,0,0,45.12,38.16,102.02

5,01:00-01:15,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,48.9,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.07,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,51.27,0,0,6.52,0,8.71,23.57,110.82,22.62,4.44,0,0,407.81,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,6.31,7.79,0,0,45.12,38.16,102.02

6,01:15-01:30,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.07,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,51.27,0,0,6.52,0,8.71,23.57,110.82,22.62,4.44,0,0,407.81,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,6.31,7.79,0,0,45.12,38.16,102.02

7,01:30-01:45,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.07,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,51.27,0,0,6.52,0,8.71,23.57,110.82,22.62,4.44,0,0,407.81,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,6.31,7.94,0,0,45.12,38.16,102.02

8,01:45-02:00,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.07,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,51.27,0,0,6.52,0,8.71,23.57,110.82,22.62,4.44,0,0,407.81,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,5.59,7.94,0,0,45.12,38.16,102.02

9,02:00-02:15,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,51.93,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,5.22,7.94,0,0,45.62,38.16,102.02

10,02:15-02:30,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,2.42,51.89,0,0,0,58.79,45.83,0,64.81,96.8,51.93,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,2.44,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,0,7.94,0,0,45.62,38.16,102.02

11,02:30-02:45,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,2.39,51.89,0,0,0,58.79,45.83,0,64.81,96.8,51.93,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,5.64,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,0,7.94,0,0,45.62,38.16,102.02

12,02:45-03:00,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,51.93,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,5.64,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,0,7.94,0,0,45.62,38.16,102.02

13,03:00-03:15,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,0,7.94,0,0,45.62,38.16,102.02

14,03:15-03:30,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,0,7.94,0,0,45.62,38.16,102.02

15,03:30-03:45,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,0,7.94,0,0,45.62,38.16,102.02

16,03:45-04:00,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.89,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,155.58,80.92,25.28,3.91,0,0,23.05,0,66.82,0,7.94,0,0,45.62,38.16,102.02

17,04:00-04:15,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,148.69,80.92,12.8,3.91,0,0,23.05,0,66.82,0,7.64,0,0,45.62,38.16,102.02

18,04:15-04:30,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,23.37,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,148.69,80.92,12.8,3.91,0,0,23.05,0,66.82,0,7.64,0,0,45.62,38.16,102.02

19,04:30-04:45,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,18.45,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,148.69,80.92,12.8,3.91,0,0,23.05,0,66.82,0,7.64,0,0,45.62,38.16,102.02

20,04:45-05:00,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,32.6,18.45,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,13.04,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,148.69,80.92,12.8,3.91,0,0,23.05,0,66.82,0,7.64,0,0,45.62,38.16,102.02

21,05:00-05:15,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,26.4,18.45,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,6.52,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,148.69,80.92,0,3.91,0,0,23.82,0,66.82,0,7.35,0,0,45.62,38.16,102.02

22,05:15-05:30,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,26.4,18.45,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,6.52,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,148.69,80.92,0,3.91,0,0,23.82,0,66.82,0,7.35,0,0,45.62,38.16,102.02

23,05:30-05:45,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,26.4,18.45,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,6.52,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,148.69,80.92,0,3.91,0,0,23.82,0,84.83,0,6.76,0,0,45.62,38.16,102.02

24,05:45-06:00,0,0,10.44,29.2,0,20,148.3,0,92.37,21.83,26.4,18.45,575.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,64.81,96.8,52.32,0,0,6.52,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,1.41,0,0,0,0,327.23,0,68.73,148.69,80.92,0,3.91,0,0,23.82,0,84.83,0,6.76,0,0,45.62,38.16,102.02

25,06:00-06:15,0,0,10.44,29.2,0,20,98.34,0,132.37,21.83,26.4,11.84,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,99.81,126.8,52.32,0,0,6.52,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,3.45,0,0,0,0,327.23,0,68.73,148.69,80.92,0,3.91,0,0,23.05,0,84.83,0,6.76,0,0,45.62,38.16,102.02

26,06:15-06:30,0,0,10.44,29.2,0,20,98.34,0,132.37,21.83,26.4,11.84,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,99.81,126.8,52.32,0,0,6.52,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,3.45,0,0,0,0,327.23,0,68.73,148.69,80.92,0,3.91,0,0,23.05,0,84.83,0,6.76,0,0,45.62,38.16,102.02

27,06:30-06:45,0,0,10.44,18.58,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,99.81,126.8,52.32,0,0,6.52,0,8.71,23.57,110.82,22.62,4.44,0,0,388.12,1.17,3.45,0,0,0,0,327.23,0,68.73,148.69,80.92,0,3.91,0,0,23.05,0,84.83,0,7.35,0,0,45.62,38.16,102.02

28,06:45-07:00,0,0,10.44,18.58,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,52.99,0,0,0,58.79,45.83,0,99.81,126.8,52.32,0,0,6.52,0,8.71,23.57,93.1,22.62,3.73,0,0,388.12,1.17,3.45,0,0,0,0,327.23,0,68.73,148.69,80.92,0,3.91,0,0,23.05,0,84.83,0,7.35,0,0,45.62,38.16,102.02

29,07:00-07:15,0,0,10.44,9.24,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.93,0,0,6.52,0,8.71,23.57,93.1,22.62,3.73,0,0,388.12,1.17,3.45,0,0,0,0,327.23,0,68.73,148.69,80.92,0,2.39,0,0,23.05,0,84.83,0,7.35,0,0,45.62,38.16,102.02

30,07:15-07:30,0,0,10.44,0,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.93,0,0,6.52,0,8.71,23.57,93.1,22.62,3.73,0,0,388.12,1.17,3.45,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,23.05,0,84.83,0,7.35,0,0,45.62,38.16,102.02

31,07:30-07:45,0,0,10.44,0,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.93,0,0,6.52,0,8.71,23.57,93.1,22.62,3.73,0,0,388.12,1.17,11.53,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,23.05,0,84.83,0,7.35,0,0,45.62,38.16,102.02

32,07:45-08:00,0,0,10.44,0,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.93,0,0,6.52,0,8.71,23.57,93.1,22.62,3.73,0,0,388.12,1.17,11.53,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,23.05,0,84.83,0,7.35,0,0,45.62,38.16,102.02

33,08:00-08:15,0,0,10.44,0,0,20,98.87,0,132.37,21.83,26.4,18.45,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,93.1,22.62,3.73,0,0,388.12,1.16,7.68,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,23.05,0,84.83,0,7.35,0,0,45.62,38.16,102.02

34,08:15-08:30,0,0,10.44,0,0,20,98.87,0,132.37,21.83,26.4,18.45,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,93.1,22.62,3.73,0,0,393.75,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,23.05,0,84.83,0,7.35,0,0,45.62,38.16,102.02

35,08:30-08:45,0,0,10.44,0,0,20,98.87,0,132.37,21.83,26.4,11.84,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,93.1,22.62,3.73,0,0,396.27,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,23.05,0,82.5,0,7.35,0,0,45.62,38.16,102.02

36,08:45-09:00,0,0,10.44,0,0,20,98.87,0,132.37,21.83,26.4,11.84,690.85,0,0,0,0,0,27.99,10.97,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,93.1,22.62,3.73,0,0,396.27,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,23.05,0,82.5,0,7.35,0,0,45.62,38.16,102.02

37,09:00-09:15,0,0,10.44,0,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,93.1,22.62,3.73,0,0,418.77,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,23.05,0,82.5,0,7.35,0,0,45.62,38.16,102.02

38,09:15-09:30,0,0,10.44,0,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,93.1,22.62,3.73,0,0,418.77,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,23.05,0,82.5,0,7.35,0,0,45.62,38.16,102.02

39,09:30-09:45,0,0,10.44,0,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,93.1,11.31,3.73,0,0,418.77,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,16.9,0,82.5,0,7.35,0,0,45.62,38.16,102.02

40,09:45-10:00,0,0,10.44,0,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,110.82,11.31,4.44,0,0,418.77,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,16.9,0,82.5,0,7.35,0,0,45.62,38.16,102.02

41,10:00-10:15,0,0,10.44,0,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,110.82,11.31,4.44,0,0,418.77,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,4.3,0,82.5,0,7.35,0,0,45.62,38.16,102.02

42,10:15-10:30,0,0,10.44,0,0,20,98.87,0,132.37,21.83,16.3,11.84,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,3.44,3.98,51.34,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,110.82,11.31,4.44,0,0,418.77,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,4.3,0,82.5,0,7.35,0,0,45.62,38.16,102.02

43,10:30-10:45,0,0,10.44,0,0,20,98.87,0,132.37,21.83,16.3,0,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,3.44,3.98,51.01,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,83.12,11.31,3.33,0,0,418.77,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,4.3,0,82.5,0,12.94,0,0,45.62,38.16,102.02

44,10:45-11:00,0,0,10.44,0,0,20,98.87,0,132.37,21.83,0,0,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,3.44,3.98,51.01,0,0,0,58.79,45.83,0,99.81,126.8,51.27,0,0,6.52,0,8.71,23.57,55.42,11.31,2.22,0,0,418.77,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,4.3,0,82.5,0,12.94,0,0,45.62,38.16,102.02

45,11:00-11:15,0,0,10.44,0,0,20,98.87,0,132.37,21.83,0,0,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,3.44,3.98,51.01,0,0,0,58.79,45.83,0,99.81,126.8,50.62,0,0,6.52,0,8.71,23.57,55.42,11.31,2.22,0,0,418.77,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,4.3,0,66.82,0,14.41,0,0,45.62,38.16,102.02

46,11:15-11:30,0,0,10.44,0,0,20,98.87,0,132.37,21.83,0,0,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,3.44,3.98,51.01,0,0,0,58.79,45.83,0,99.81,126.8,50.62,0,0,6.52,0,8.71,23.57,55.42,11.31,2.22,0,0,418.77,1.16,4.48,0,0,0,0,327.23,0,68.73,148.69,80.92,0,0,0,0,4.3,0,66.82,0,14.41,0,0,45.62,38.16,102.02

47,11:30-11:45,0,0,10.44,0,0,20,98.87,0,132.37,21.83,0,0,690.85,0,0,0,0,0,27.99,0,20.8,27.32,0,3.44,3.98,51.01,0,0,0,58.79,45.83,0,99.81,126.8,50.62,0,0,6.52,0,8.71,23.57,55.42,11.31,2.22,0,0,418.77,1.16,4.48,0,0,0,0,327.23,0,68.73,155.58,80.92,0,0,0,0,4.3,0,66.82,0,14.41,0,0,45.62,38.16,102.02

