Block,Time,SASAN,KHSTPP-I,BRBCL,TALA,KHSTPP-II,FSTPP I & II,BSIUL,ANTA_LF,SINGRAULI,NAPP,SINGRAULI_HYDRO,URI,AURY_LF,ANTA_CRF,RIHAND2,SEWA2,AURY_RF,SALAL,NJPC,KOLDAM,DADRI_CRF,DHAULIGNGA,TANDA2,TANAKPUR,DADRI_RF,ANTA_GF,DADRI_LF,DULHASTI,KOTESHWR,UNCHAHAR2,RIHAND1,JHAJJAR,DADRT2,RAPPC,CHAMERA1,DADRI_GF,CHAMERA3,CHAMERA2,RIHAND3,AURY_GF,KISHANGANGA,AURY_CRF,RAPPB,RAMPUR,UNCHAHAR4,UNCHAHAR1,PARBATI3,ANTA_RF,URI2,TEHRI,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,401.556375,42.745857,14.471802,0.000000,142.517253,19.697823,12.581232,0.000000,121.193649,46.871970,1.170006,35.145950,0.000000,0.000000,57.291663,0.000000,0.000000,80.710661,173.609779,9.873775,0.000000,41.999311,5.168948,11.739917,0.000000,0.000000,0.000000,57.086511,0.000000,42.130089,93.533397,407.527868,663.825455,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,21.828074,18.840168,0.000000,36.552985,0.000000,26.663324,0,0,0,0,0

2,00:15-00:30,401.556375,42.745857,14.471802,0.000000,142.517253,19.697823,12.581232,0.000000,121.193649,46.871970,1.170006,35.145950,0.000000,0.000000,57.291663,0.000000,0.000000,80.710661,173.609779,9.873775,0.000000,41.999311,5.168948,11.739917,0.000000,0.000000,0.000000,57.086511,0.000000,42.130089,93.533397,407.527868,663.825455,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,21.828074,18.840168,0.000000,36.552985,0.000000,26.663324,0,0,0,0,0

3,00:30-00:45,401.556375,42.745857,14.471802,0.000000,142.517253,19.697823,12.581232,0.000000,121.193649,46.871970,1.170006,35.145950,0.000000,0.000000,57.291663,0.000000,0.000000,80.710661,173.609779,9.873775,0.000000,41.999311,5.168948,11.739917,0.000000,0.000000,0.000000,57.086511,0.000000,42.130089,93.533397,407.527868,663.825455,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,21.828074,18.840168,0.000000,36.552985,0.000000,26.663324,0,0,0,0,0

4,00:45-01:00,401.556375,42.745857,12.065551,0.000000,142.517253,19.697823,12.581232,0.000000,121.193649,46.871970,1.170006,35.145950,0.000000,0.000000,57.291663,0.000000,0.000000,80.710661,173.609779,9.873775,0.000000,41.999311,5.168948,8.650465,0.000000,0.000000,0.000000,57.086511,0.000000,42.130089,93.533397,407.527868,663.825455,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,21.828074,18.840168,0.000000,36.552985,0.000000,26.663324,0,0,0,0,0

5,01:00-01:15,401.556375,42.745857,11.718233,4.821571,142.517253,19.697823,12.581232,0.000000,121.185614,46.871970,1.170006,35.145950,0.000000,0.000000,57.283886,0.000000,0.000000,80.710661,173.609779,9.873775,0.000000,41.999311,5.168948,8.650465,0.000000,0.000000,0.000000,57.086511,0.000000,42.736210,93.527665,396.830696,610.007425,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,21.831161,16.190769,0.000000,36.552985,0.000000,26.654661,0,0,0,0,0

6,01:15-01:30,401.556375,42.745857,11.364664,4.821571,142.517253,19.697823,12.581232,0.000000,121.185614,46.871970,1.170006,35.145950,0.000000,0.000000,57.283886,0.000000,0.000000,80.710661,173.609779,9.873775,0.000000,41.999311,5.168948,8.650465,0.000000,0.000000,0.000000,57.086511,0.000000,42.736210,93.527665,396.830696,555.950629,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,21.831161,16.190769,0.000000,36.552985,0.000000,26.654661,0,0,0,0,0

7,01:30-01:45,401.556375,42.745857,11.546894,4.396138,142.517253,19.697823,12.581232,0.000000,121.185614,46.871970,1.170006,35.145950,0.000000,0.000000,57.283886,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,8.650465,0.000000,0.000000,0.000000,57.086511,0.000000,38.276305,93.527665,293.728235,436.284031,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,19.378797,16.190769,0.000000,36.552985,0.000000,24.047077,0,0,0,0,0

8,01:45-02:00,401.556375,42.745857,12.562626,4.963382,142.517253,19.697823,12.581232,0.000000,121.185614,46.871970,1.170006,35.145950,0.000000,0.000000,57.283886,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,8.650465,0.000000,0.000000,0.000000,57.086511,0.000000,38.276305,93.527665,290.839107,388.049031,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,19.378797,16.190769,0.000000,36.552985,0.000000,24.047077,0,0,0,0,0

9,02:00-02:15,401.556375,42.745857,12.062425,4.963382,142.517253,19.697823,12.581232,0.000000,121.185614,46.871970,1.170006,35.145950,0.000000,0.000000,57.283886,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,7.414684,0.000000,0.000000,0.000000,57.086511,0.000000,38.276305,93.527665,339.074107,370.684431,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,19.378797,16.190769,0.000000,36.552985,0.000000,24.047077,0,0,0,0,0

10,02:15-02:30,401.556375,42.745857,12.019766,4.963382,142.517253,19.697823,12.581232,0.000000,121.185614,46.871970,1.170006,35.145950,0.000000,0.000000,57.283886,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,7.414684,0.000000,0.000000,0.000000,57.086511,0.000000,38.276305,93.527665,339.074107,370.684431,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,19.378797,16.190769,0.000000,36.552985,0.000000,24.047077,0,0,0,0,0

11,02:30-02:45,401.556375,42.745857,13.115268,4.963382,142.517253,19.697823,12.581232,0.000000,121.185614,46.871970,1.170006,35.145950,0.000000,0.000000,57.283886,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,7.414684,0.000000,0.000000,0.000000,57.086511,0.000000,38.276305,93.527665,339.074107,370.684431,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,19.378797,16.190769,0.000000,36.552985,0.000000,24.047077,0,0,0,0,0

12,02:45-03:00,401.556375,42.745857,13.589552,4.963382,142.517253,19.697823,12.581232,0.000000,121.185614,46.871970,1.170006,35.145950,0.000000,0.000000,57.283886,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,7.414684,0.000000,0.000000,0.000000,57.086511,0.000000,38.276305,93.527665,339.074107,370.691474,65.590803,40.660253,0.000000,33.601710,46.787784,125.970622,0.000000,8.046226,0.000000,0.000000,6.507398,2.980923,19.378797,16.190769,0.000000,36.552985,0.000000,24.047077,0,0,0,0,0

13,03:00-03:15,401.556375,42.745857,14.471802,5.530625,142.517253,19.697823,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,55.926264,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,30.891930,90.974394,233.457400,367.904263,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,2.042500,15.142124,16.190769,0.000000,36.552985,0.000000,19.974750,0,0,0,0,0

14,03:15-03:30,401.556375,42.745857,14.471802,5.530625,142.517253,19.697823,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,55.926264,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,28.776326,90.974394,136.987400,367.904263,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,15.142124,16.190769,0.000000,36.552985,0.000000,18.418824,0,0,0,0,0

15,03:30-03:45,401.556375,42.745857,14.471802,6.523301,142.570794,13.505800,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,55.926264,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,28.943894,90.974394,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,15.142124,16.190769,0.000000,36.552985,0.000000,18.418824,0,0,0,0,0

16,03:45-04:00,401.556375,36.866686,14.471802,6.523301,123.309498,11.045815,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,55.926264,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,90.974394,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,16.190769,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

17,04:00-04:15,401.556375,42.745857,14.471802,9.359519,142.584204,13.505800,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,55.926264,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,90.974394,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,16.190769,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

18,04:15-04:30,401.556375,36.866686,14.471802,9.359519,123.309498,11.045815,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,55.926264,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,90.974394,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,16.190769,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

19,04:30-04:45,401.556375,28.704359,14.471802,9.359519,94.239807,11.045815,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,55.926264,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,90.974394,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,16.190769,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

20,04:45-05:00,401.556375,28.704359,14.471802,9.359519,94.239807,11.045815,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,55.926264,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,90.974394,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,16.190769,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

21,05:00-05:15,401.556375,24.619144,14.471802,9.359519,78.690579,11.045815,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,45.140339,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,41.999311,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,61.927084,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,88.416684,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,16.190769,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

22,05:15-05:30,401.556375,24.619144,14.471802,9.359519,78.690579,11.045815,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,45.140339,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,31.499484,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,61.927084,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,88.416684,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,7.359442,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

23,05:30-05:45,401.556375,24.619144,14.471802,8.508654,78.690579,11.045815,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,45.140339,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,21.005729,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,61.927084,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,88.416684,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,10.303217,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

24,05:45-06:00,401.556375,24.619144,14.471802,8.508654,78.690579,11.045815,12.581232,0.000000,116.822951,46.871970,1.170006,35.145950,0.000000,0.000000,45.140339,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,10.499828,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,61.927084,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,88.416684,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,76.538183,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

25,06:00-06:15,401.556375,34.583530,14.471802,7.090545,113.490009,13.505800,12.581232,0.000000,116.832212,46.871970,1.170006,35.145950,0.000000,0.000000,55.935718,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,0.000000,5.168948,11.739917,0.000000,0.000000,0.000000,57.086511,0.000000,28.946692,90.983751,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,15.142124,76.538183,0.000000,36.552985,0.000000,17.144869,0,0,0,0,0

26,06:15-06:30,401.556375,34.583530,14.471802,7.090545,113.490009,13.505800,12.581232,0.000000,116.832212,46.871970,1.170006,35.145950,0.000000,0.000000,55.935718,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,0.000000,5.168948,11.739917,0.000000,0.000000,0.000000,57.086511,0.000000,28.946692,90.983751,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,15.142124,76.538183,0.000000,36.552985,0.000000,18.421718,0,0,0,0,0

27,06:30-06:45,401.556375,34.583530,14.471802,5.105192,113.490009,15.708403,12.581232,0.000000,116.832212,46.871970,1.170006,35.145950,0.000000,0.000000,55.935718,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,0.000000,5.168948,11.739917,0.000000,0.000000,0.000000,57.086511,0.000000,28.946692,90.983751,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,15.142124,76.538183,0.000000,36.552985,0.000000,18.421718,0,0,0,0,0

28,06:45-07:00,401.556375,34.583530,14.471802,5.105192,113.490009,15.708403,12.581232,0.000000,116.832212,46.871970,1.170006,35.145950,0.000000,0.000000,55.935718,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,0.000000,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,28.946692,90.983751,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,15.142124,76.538183,0.000000,36.552985,0.000000,18.421718,0,0,0,0,0

29,07:00-07:15,401.556375,28.704359,14.471802,5.388814,94.215303,12.814303,12.581232,0.000000,116.832212,46.871970,1.170006,35.145950,0.000000,0.000000,55.935718,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,0.000000,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,90.983751,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,76.538183,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

30,07:15-07:30,401.556375,28.704359,14.471802,5.388814,94.215303,12.814303,12.581232,0.000000,116.832212,46.871970,1.170006,35.145950,0.000000,0.000000,55.935718,0.000000,0.000000,73.984772,173.609779,9.873775,0.000000,0.000000,5.168948,6.178904,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,90.983751,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,8.831329,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

31,07:30-07:45,401.556375,28.704359,14.471802,5.388814,94.215303,12.814303,12.581232,0.000000,116.832212,46.871970,1.170006,35.145950,0.000000,0.000000,55.935718,0.000000,0.000000,75.105754,173.609779,9.873775,0.000000,0.000000,5.168948,11.739917,0.000000,0.000000,0.000000,57.086511,0.000000,23.828090,90.983751,115.764000,365.621300,65.590803,40.660253,0.000000,33.601710,46.787784,122.808722,0.000000,8.046226,0.000000,0.000000,6.507398,1.649637,12.232396,4.121287,0.000000,36.552985,0.000000,14.904615,0,0,0,0,0

